"Numero_Fiche";"Codes_Rome_Code";"Codes_Rome_Libelle"
"RNCP35130";"E1106";"Journalisme et information média"
"RNCP35130";"E1205";"Réalisation de contenus multimédias"
"RNCP35130";"E1104";"Conception de contenus multimédias"
"RNCP35131";"L1505";"Image cinématographique et télévisuelle"
"RNCP35132";"L1508";"Prise de son et sonorisation"
"RNCP35132";"L1507";"Montage audiovisuel et post-production"
"RNCP35133";"N4105";"Conduite et livraison par tournées sur courte distance"
"RNCP35133";"K2303";"Nettoyage des espaces urbains"
"RNCP35135";"H1502";"Management et ingénierie qualité industrielle"
"RNCP35135";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP35135";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35137";"M1607";"Secrétariat"
"RNCP35137";"K1902";"Collaboration juridique"
"RNCP35138";"A1504";"Santé animale"
"RNCP35138";"A1501";"Aide aux soins animaux"
"RNCP35138";"D1210";"Vente en animalerie"
"RNCP35140";"K1103";"Développement personnel et bien-être de la personne"
"RNCP35141";"M1805";"Études et développement informatique"
"RNCP35142";"F1103";"Contrôle et diagnostic technique du bâtiment"
"RNCP35143";"E1107";"Organisation d''évènementiel"
"RNCP35143";"G1301";"Conception de produits touristiques"
"RNCP35143";"E1103";"Communication"
"RNCP35144";"N1103";"Magasinage et préparation de commandes"
"RNCP35144";"N1101";"Conduite d''engins de déplacement des charges"
"RNCP35146";"H1201";"Expertise technique couleur en industrie"
"RNCP35146";"H1505";"Intervention technique en formulation et analyse sensorielle"
"RNCP35146";"H1210";"Intervention technique en études, recherche et développement"
"RNCP35146";"H1101";"Assistance et support technique client"
"RNCP35147";"D1406";"Management en force de vente"
"RNCP35147";"M1705";"Marketing"
"RNCP35147";"M1707";"Stratégie commerciale"
"RNCP35147";"E1103";"Communication"
"RNCP35148";"N1301";"Conception et organisation de la chaîne logistique"
"RNCP35148";"N1302";"Direction de site logistique"
"RNCP35148";"N1202";"Gestion des opérations de circulation internationale des marchandises"
"RNCP35149";"M1101";"Achats"
"RNCP35150";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP35150";"D1406";"Management en force de vente"
"RNCP35150";"M1707";"Stratégie commerciale"
"RNCP35150";"D1407";"Relation technico-commerciale"
"RNCP35151";"D1104";"Pâtisserie, confiserie, chocolaterie et glacerie"
"RNCP35152";"I1102";"Management et ingénierie de maintenance industrielle"
"RNCP35152";"H1102";"Management et ingénierie d''affaires"
"RNCP35152";"H1206";"Management et ingénierie études, recherche et développement industriel"
"RNCP35152";"D1407";"Relation technico-commerciale"
"RNCP35153";"D1406";"Management en force de vente"
"RNCP35153";"M1703";"Management et gestion de produit"
"RNCP35153";"M1705";"Marketing"
"RNCP35154";"I1304";"Installation et maintenance d''équipements industriels et d''exploitation"
"RNCP35155";"G1203";"Animation de loisirs auprès d''enfants ou d''adolescents"
"RNCP35155";"G1205";"Personnel d''attractions ou de structures de loisirs"
"RNCP35155";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP35156";"G1202";"Animation d''activités culturelles ou ludiques"
"RNCP35156";"G1403";"Gestion de structure de loisirs ou d''hébergement touristique"
"RNCP35157";"G1203";"Animation de loisirs auprès d''enfants ou d''adolescents"
"RNCP35157";"G1101";"Accueil touristique"
"RNCP35157";"G1205";"Personnel d''attractions ou de structures de loisirs"
"RNCP35158";"G1204";"Éducation en activités sportives"
"RNCP35159";"K2204";"Nettoyage de locaux"
"RNCP35160";"M1205";"Direction administrative et financière"
"RNCP35160";"M1301";"Direction de grande entreprise ou d''établissement public"
"RNCP35160";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35160";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35160";"M1707";"Stratégie commerciale"
"RNCP35161";"D1401";"Assistanat commercial"
"RNCP35161";"M1608";"Secrétariat comptable"
"RNCP35161";"M1607";"Secrétariat"
"RNCP35161";"M1605";"Assistanat technique et administratif"
"RNCP35161";"E1103";"Communication"
"RNCP35162";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35163";"G1401";"Assistance de direction d''hôtel-restaurant"
"RNCP35163";"G1402";"Management d''hôtel-restaurant"
"RNCP35163";"G1403";"Gestion de structure de loisirs ou d''hébergement touristique"
"RNCP35164";"D1406";"Management en force de vente"
"RNCP35164";"M1707";"Stratégie commerciale"
"RNCP35164";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP35164";"D1407";"Relation technico-commerciale"
"RNCP35164";"H1102";"Management et ingénierie d''affaires"
"RNCP35165";"M1501";"Assistanat en ressources humaines"
"RNCP35166";"J1408";"Ostéopathie et chiropraxie"
"RNCP35167";"G1404";"Management d''établissement de restauration collective"
"RNCP35167";"M1502";"Développement des ressources humaines"
"RNCP35167";"G1402";"Management d''hôtel-restaurant"
"RNCP35167";"G1403";"Gestion de structure de loisirs ou d''hébergement touristique"
"RNCP35168";"K2503";"Sécurité et surveillance privées"
"RNCP35168";"K1705";"Sécurité civile et secours"
"RNCP35168";"K2501";"Gardiennage de locaux"
"RNCP35169";"L1202";"Musique et chant"
"RNCP35170";"K2111";"Formation professionnelle"
"RNCP35171";"H2902";"Chaudronnerie - tôlerie"
"RNCP35173";"C1104";"Direction d''exploitation en assurances"
"RNCP35173";"M1205";"Direction administrative et financière"
"RNCP35173";"M1301";"Direction de grande entreprise ou d''établissement public"
"RNCP35173";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35173";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35174";"L1302";"Production et administration spectacle, cinéma et audiovisuel"
"RNCP35174";"L1304";"Réalisation cinématographique et audiovisuelle"
"RNCP35175";"K1403";"Management de structure de santé, sociale ou pénitentiaire"
"RNCP35175";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP35175";"M1503";"Management des ressources humaines"
"RNCP35175";"M1403";"Études et prospectives socio-économiques"
"RNCP35175";"M1205";"Direction administrative et financière"
"RNCP35176";"M1205";"Direction administrative et financière"
"RNCP35176";"M1503";"Management des ressources humaines"
"RNCP35176";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35176";"M1707";"Stratégie commerciale"
"RNCP35177";"M1202";"Audit et contrôle comptables et financiers"
"RNCP35177";"M1201";"Analyse et ingénierie financière"
"RNCP35177";"M1705";"Marketing"
"RNCP35177";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35177";"M1707";"Stratégie commerciale"
"RNCP35178";"I1304";"Installation et maintenance d''équipements industriels et d''exploitation"
"RNCP35178";"I1302";"Installation et maintenance d''automatismes"
"RNCP35179";"I1605";"Mécanique de marine"
"RNCP35180";"H1504";"Intervention technique en contrôle essai qualité en électricité et électronique"
"RNCP35180";"H2604";"Montage de produits électriques et électroniques"
"RNCP35180";"I1305";"Installation et maintenance électronique"
"RNCP35181";"F1106";"Ingénierie et études du BTP"
"RNCP35181";"F1104";"Dessin BTP et paysage"
"RNCP35182";"H2912";"Réglage d''équipement de production industrielle"
"RNCP35182";"H2503";"Pilotage d''unité élémentaire de production mécanique ou de travail des métaux"
"RNCP35183";"M1808";"Information géographique"
"RNCP35183";"M1809";"Information météorologique"
"RNCP35183";"F1105";"Études géologiques"
"RNCP35183";"F1107";"Mesures topographiques"
"RNCP35184";"I1302";"Installation et maintenance d''automatismes"
"RNCP35184";"F1602";"Électricité bâtiment"
"RNCP35184";"I1309";"Maintenance électrique"
"RNCP35184";"F1605";"Montage de réseaux électriques et télécoms"
"RNCP35185";"D1106";"Vente en alimentation"
"RNCP35186";"N2202";"Contrôle de la navigation aérienne"
"RNCP35187";"I1603";"Maintenance d''engins de chantier, levage, manutention et de machines agricoles"
"RNCP35188";"I1307";"Installation et maintenance télécoms et courants faibles"
"RNCP35189";"F1603";"Installation d''équipements sanitaires et thermiques"
"RNCP35190";"I1601";"Installation et maintenance en nautisme"
"RNCP35191";"I1304";"Installation et maintenance d''équipements industriels et d''exploitation"
"RNCP35191";"I1310";"Maintenance mécanique industrielle"
"RNCP35191";"I1309";"Maintenance électrique"
"RNCP35192";"H3203";"Fabrication de pièces en matériaux composites"
"RNCP35192";"H2908";"Modelage de matériaux non métalliques"
"RNCP35192";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP35193";"G1404";"Management d''établissement de restauration collective"
"RNCP35194";"D1401";"Assistanat commercial"
"RNCP35194";"M1701";"Administration des ventes"
"RNCP35194";"M1101";"Achats"
"RNCP35195";"B1402";"Reliure et restauration de livres et archives"
"RNCP35196";"F1609";"Pose de revêtements souples"
"RNCP35196";"F1606";"Peinture en bâtiment"
"RNCP35197";"M1802";"Expertise et support en systèmes d''information"
"RNCP35197";"M1403";"Études et prospectives socio-économiques"
"RNCP35197";"M1801";"Administration de systèmes d''information"
"RNCP35197";"M1805";"Études et développement informatique"
"RNCP35198";"M1705";"Marketing"
"RNCP35198";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35199";"M1707";"Stratégie commerciale"
"RNCP35199";"D1504";"Direction de magasin de grande distribution"
"RNCP35199";"M1703";"Management et gestion de produit"
"RNCP35199";"M1101";"Achats"
"RNCP35199";"M1704";"Management relation clientèle"
"RNCP35200";"M1604";"Assistanat de direction"
"RNCP35201";"G1301";"Conception de produits touristiques"
"RNCP35201";"G1102";"Promotion du tourisme local"
"RNCP35201";"G1302";"Optimisation de produits touristiques"
"RNCP35201";"M1707";"Stratégie commerciale"
"RNCP35202";"M1503";"Management des ressources humaines"
"RNCP35203";"M1705";"Marketing"
"RNCP35203";"K1802";"Développement local"
"RNCP35204";"F1702";"Construction de routes et voies"
"RNCP35205";"F1605";"Montage de réseaux électriques et télécoms"
"RNCP35206";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35206";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35207";"I1401";"Maintenance informatique et bureautique"
"RNCP35207";"M1801";"Administration de systèmes d''information"
"RNCP35209";"D1402";"Relation commerciale grands comptes et entreprises"
"RNCP35209";"M1705";"Marketing"
"RNCP35209";"M1707";"Stratégie commerciale"
"RNCP35210";"F1602";"Électricité bâtiment"
"RNCP35210";"I1307";"Installation et maintenance télécoms et courants faibles"
"RNCP35210";"F1605";"Montage de réseaux électriques et télécoms"
"RNCP35211";"M1402";"Conseil en organisation et management d''entreprise"
"RNCP35211";"M1201";"Analyse et ingénierie financière"
"RNCP35211";"C1202";"Analyse de crédits et risques bancaires"
"RNCP35211";"C1109";"Rédaction et gestion en assurances"
"RNCP35211";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP35212";"A1408";"Élevage d''animaux sauvages ou de compagnie"
"RNCP35213";"E1205";"Réalisation de contenus multimédias"
"RNCP35213";"E1104";"Conception de contenus multimédias"
"RNCP35213";"E1306";"Prépresse"
"RNCP35214";"H1502";"Management et ingénierie qualité industrielle"
"RNCP35214";"H1303";"Intervention technique en Hygiène Sécurité Environnement -HSE- industriel"
"RNCP35214";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP35214";"H1301";"Inspection de conformité"
"RNCP35215";"M1302";"Direction de petite ou moyenne entreprise"
"RNCP35216";"H1203";"Conception et dessin produits mécaniques"
"RNCP35217";"L1103";"Présentation de spectacles ou d''émissions"
"RNCP35217";"E1106";"Journalisme et information média"
"RNCP35217";"L1505";"Image cinématographique et télévisuelle"
"RNCP35218";"M1602";"Opérations administratives"
"RNCP35218";"M1606";"Saisie de données"
"RNCP35219";"K1404";"Mise en oeuvre et pilotage de la politique des pouvoirs publics"
"RNCP35219";"K1802";"Développement local"
"RNCP35220";"K1103";"Développement personnel et bien-être de la personne"
"RNCP35221";"H2501";"Encadrement de production de matériel électrique et électronique"
"RNCP35221";"H2503";"Pilotage d''unité élémentaire de production mécanique ou de travail des métaux"
"RNCP35221";"H2505";"Encadrement d''équipe ou d''atelier en matériaux souples"
"RNCP35221";"H2504";"Encadrement d''équipe en industrie de transformation"
"RNCP35223";"L1101";"Animation musicale et scénique"
"RNCP35223";"L1302";"Production et administration spectacle, cinéma et audiovisuel"
"RNCP35223";"L1202";"Musique et chant"
"RNCP35223";"L1507";"Montage audiovisuel et post-production"
"RNCP35225";"E1106";"Journalisme et information média"
"RNCP35225";"E1205";"Réalisation de contenus multimédias"
"RNCP35225";"E1104";"Conception de contenus multimédias"
"RNCP35226";"N2102";"Pilotage et navigation technique aérienne"
"RNCP35227";"I1604";"Mécanique automobile et entretien de véhicules"
"RNCP35228";"D1207";"Retouches en habillement"
"RNCP35228";"B1803";"Réalisation de vêtements sur mesure ou en petite série"
"RNCP35229";"H3203";"Fabrication de pièces en matériaux composites"
"RNCP35230";"H2902";"Chaudronnerie - tôlerie"
"RNCP35231";"F1603";"Installation d''équipements sanitaires et thermiques"
"RNCP35232";"I1502";"Intervention en milieu subaquatique"
"RNCP35233";"D1503";"Management/gestion de rayon produits non alimentaires"
"RNCP35233";"D1301";"Management de magasin de détail"
"RNCP35233";"D1502";"Management/gestion de rayon produits alimentaires"
"RNCP35234";"K2303";"Nettoyage des espaces urbains"
"RNCP35234";"K2304";"Revalorisation de produits industriels"
"RNCP35235";"N2204";"Préparation des vols"
"RNCP35235";"N2201";"Personnel d''escale aéroportuaire"
"RNCP35236";"H1302";"Management et ingénierie Hygiène Sécurité Environnement -HSE- industriels"
"RNCP35236";"K1702";"Direction de la sécurité civile et des secours"
"RNCP35236";"K1704";"Management de la sécurité publique"
"RNCP35236";"K1705";"Sécurité civile et secours"
"RNCP35237";"N2204";"Préparation des vols"
"RNCP35237";"N2201";"Personnel d''escale aéroportuaire"
"RNCP35238";"K2503";"Sécurité et surveillance privées"
"RNCP35238";"K1706";"Sécurité publique"
"RNCP35238";"K1707";"Surveillance municipale"
"RNCP35239";"H1504";"Intervention technique en contrôle essai qualité en électricité et électronique"
